CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,281	-1.24E-04	2.72E-10	5.66E+01	1.18E+01	-7.18E-06	5.66E+01
1,1,282	-1.17E-04	1.76E-10	5.68E+01	1.18E+01	-7.61E-06	5.68E+01
1,1,283	-1.19E-04	1.80E-10	5.70E+01	1.18E+01	-1.28E-06	5.70E+01
1,1,284	-1.19E-04	1.67E-10	5.73E+01	1.19E+01	6.46E-06	5.73E+01
1,1,285	-1.19E-04	1.56E-10	5.75E+01	1.19E+01	1.10E-05	5.75E+01
1,1,286	-1.20E-04	1.99E-10	5.77E+01	1.20E+01	1.22E-05	5.77E+01
1,1,287	-1.20E-04	1.30E-10	5.79E+01	1.20E+01	-1.72E-07	5.79E+01
1,1,288	-1.25E-04	1.46E-10	5.81E+01	1.21E+01	7.27E-06	5.81E+01
1,1,289	-1.21E-04	1.40E-10	5.83E+01	1.21E+01	1.12E-05	5.83E+01
1,1,290	-1.23E-04	1.26E-10	5.85E+01	1.21E+01	1.16E-05	5.85E+01
1,1,291	-1.22E-04	1.12E-10	5.87E+01	1.22E+01	7.94E-06	5.87E+01
1,1,292	-1.21E-04	1.49E-10	5.89E+01	1.22E+01	1.39E-06	5.89E+01
1,1,293	-1.21E-04	1.03E-10	5.91E+01	1.23E+01	-6.48E-06	5.91E+01
1,1,294	-1.17E-04	1.02E-10	5.93E+01	1.23E+01	-1.11E-05	5.93E+01
1,1,295	-1.21E-04	1.10E-10	5.95E+01	1.23E+01	-1.21E-05	5.95E+01
1,1,296	-1.18E-04	1.16E-10	5.97E+01	1.24E+01	-8.33E-06	5.97E+01
1,1,297	-1.22E-04	1.07E-10	5.99E+01	1.24E+01	-1.89E-06	5.99E+01
1,1,298	-1.24E-04	9.09E-11	6.01E+01	1.25E+01	5.75E-06	6.01E+01
1,1,299	-1.19E-04	7.92E-11	6.03E+01	1.25E+01	1.07E-05	6.03E+01
1,1,300	-1.25E-04	8.20E-11	6.05E+01	1.26E+01	1.25E-05	6.05E+01
1,1,301	-1.19E-04	4.76E-11	6.07E+01	1.26E+01	9.65E-06	6.07E+01
1,1,302	-1.23E-04	1.05E-10	6.09E+01	1.26E+01	2.73E-06	6.09E+01
1,1,303	-1.20E-04	-4.21E-11	6.11E+01	1.27E+01	-5.27E-06	6.11E+01
1,1,304	-1.18E-04	6.36E-11	6.13E+01	1.27E+01	-1.05E-05	6.13E+01
1,1,305	-1.22E-04	7.75E-11	6.15E+01	1.28E+01	-1.25E-05	6.15E+01
1,1,306	-1.14E-04	8.14E-11	6.17E+01	1.28E+01	-9.53E-06	6.17E+01
1,1,307	-1.25E-04	6.93E-11	6.19E+01	1.29E+01	-2.70E-06	6.19E+01
1,1,308	-1.23E-04	5.91E-11	6.21E+01	1.29E+01	4.67E-06	6.21E+01
1,1,309	-1.20E-04	-1.29E-11	6.23E+01	1.29E+01	9.98E-06	6.23E+01
1,1,310	-1.22E-04	2.29E-11	6.25E+01	1.30E+01	1.26E-05	6.25E+01
1,1,311	-1.18E-04	1.01E-11	6.27E+01	1.30E+01	1.02E-05	6.27E+01
1,1,312	-1.25E-04	8.72E-11	6.29E+01	1.31E+01	3.15E-06	6.29E+01
1,1,313	-1.19E-04	3.96E-11	6.31E+01	1.31E+01	-5.63E-06	6.31E+01
1,1,314	-1.21E-04	4.10E-11	6.33E+01	1.31E+01	-1.06E-05	6.33E+01
1,1,315	-1.20E-04	5.79E-11	6.35E+01	1.32E+01	-1.23E-05	6.35E+01
1,1,316	-1.16E-04	4.70E-11	6.37E+01	1.32E+01	-8.89E-06	6.37E+01
1,1,317	-1.27E-04	7.27E-11	6.39E+01	1.33E+01	-2.37E-06	6.39E+01
1,1,318	-1.20E-04	4.50E-11	6.41E+01	1.33E+01	5.23E-06	6.41E+01
1,1,319	-1.23E-04	4.05E-11	6.43E+01	1.34E+01	1.10E-05	6.43E+01
1,1,320	-1.21E-04	4.28E-11	6.45E+01	1.34E+01	1.22E-05	6.45E+01
1,1,321	-1.21E-04	1.38E-11	6.47E+01	1.34E+01	8.90E-06	6.47E+01
1,1,322	-1.26E-04	3.07E-11	6.49E+01	1.35E+01	2.18E-06	6.49E+01
1,1,323	-1.20E-04	1.09E-10	6.51E+01	1.35E+01	-5.68E-06	6.51E+01
1,1,324	-1.21E-04	3.90E-11	6.53E+01	1.36E+01	-1.06E-05	6.53E+01
1,1,325	-1.19E-04	5.63E-11	6.55E+01	1.36E+01	-1.26E-05	6.55E+01
1,1,326	-1.19E-04	6.59E-11	6.57E+01	1.37E+01	-9.43E-06	6.57E+01
1,1,327	-1.26E-04	6.40E-11	6.59E+01	1.37E+01	-2.58E-06	6.59E+01
1,1,328	-1.21E-04	5.50E-11	6.61E+01	1.37E+01	5.12E-06	6.61E+01
1,1,329	-1.24E-04	5.09E-11	6.63E+01	1.38E+01	1.03E-05	6.63E+01
1,1,330	-1.19E-04	4.36E-11	6.65E+01	1.38E+01	1.25E-05	6.65E+01
1,1,331	-1.23E-04	4.46E-11	6.67E+01	1.39E+01	1.00E-05	6.67E+01
1,1,332	-1.25E-04	3.39E-11	6.69E+01	1.39E+01	3.24E-06	6.69E+01
1,1,333	-1.22E-04	1.18E-10	6.71E+01	1.39E+01	-4.35E-06	6.71E+01
1,1,334	-1.20E-04	5.81E-11	6.73E+01	1.40E+01	-9.67E-06	6.73E+01
1,1,335	-1.17E-04	6.90E-11	6.75E+01	1.40E+01	-1.24E-05	6.75E+01
1,1,336	-1.22E-04	9.97E-11	6.77E+01	1.41E+01	-1.00E-05	6.77E+01
1,1,337	-1.18E-04	5.62E-11	6.79E+01	1.41E+01	-3.49E-06	6.79E+01
1,1,338	-1.23E-04	1.73E-10	6.81E+01	1.42E+01	3.61E-06	6.81E+01
1,1,339	-1.21E-04	6.95E-11	6.84E+01	1.42E+01	1.01E-05	6.84E+01
1,1,340	-1.22E-04	6.08E-11	6.86E+01	1.42E+01	3.41E-06	6.86E+01
1,1,341	-1.24E-04	9.04E-11	6.88E+01	1.43E+01	-4.08E-06	6.88E+01
1,1,342	-1.20E-04	9.99E-11	6.90E+01	1.43E+01	-9.65E-06	6.90E+01
1,1,343	-1.22E-04	1.23E-10	6.92E+01	1.44E+01	-1.25E-05	6.92E+01
1,1,344	-1.21E-04	6.89E-11	6.94E+01	1.44E+01	2.02E-06	6.94E+01
1,1,345	-1.20E-04	9.78E-11	6.96E+01	1.44E+01	-5.82E-06	6.96E+01
1,1,346	-1.21E-04	1.10E-10	6.98E+01	1.45E+01	-1.08E-05	6.98E+01
1,1,347	-1.18E-04	1.19E-10	7.00E+01	1.45E+01	-1.23E-05	7.00E+01
1,1,348	-1.21E-04	1.69E-10	7.02E+01	1.46E+01	-9.03E-06	7.02E+01
1,1,349	-1.21E-04	1.39E-10	7.04E+01	1.46E+01	-1.83E-06	7.04E+01
1,1,350	-1.23E-04	1.48E-10	7.06E+01	1.47E+01	5.87E-06	7.06E+01
1,1,351	-1.23E-04	1.51E-10	7.08E+01	1.47E+01	1.08E-05	7.08E+01
1,1,352	-1.19E-04	1.39E-10	7.10E+01	1.47E+01	1.24E-05	7.10E+01
1,1,353	-1.23E-04	1.32E-10	7.12E+01	1.48E+01	9.01E-06	7.12E+01
1,1,354	-1.19E-04	1.92E-10	7.14E+01	1.48E+01	-2.05E-06	7.14E+01
1,1,355	-1.21E-04	1.57E-10	7.16E+01	1.49E+01	-8.16E-06	7.16E+01
1,1,356	-1.21E-04	1.79E-10	7.18E+01	1.49E+01	-1.20E-05	7.18E+01
1,1,357	-1.19E-04	1.90E-10	7.20E+01	1.50E+01	-1.09E-05	7.20E+01
1,1,358	-1.20E-04	2.18E-10	7.22E+01	1.50E+01	-4.43E-06	7.22E+01
1,1,359	-1.19E-04	2.14E-10	7.24E+01	1.50E+01	2.39E-06	7.24E+01
1,1,360	-1.24E-04	2.15E-10	7.26E+01	1.51E+01	8.14E-06	7.26E+01
1,1,361	-1.21E-04	2.22E-10	7.28E+01	1.51E+01	1.20E-05	7.28E+01
1,1,362	-1.20E-04	2.16E-10	7.30E+01	1.52E+01	1.11E-05	7.30E+01
1,1,363	-1.22E-04	2.05E-10	7.32E+01	1.52E+01	5.02E-06	7.32E+01
1,1,364	-1.20E-04	2.85E-10	7.34E+01	1.52E+01	-2.24E-06	7.34E+01
1,1,365	-1.21E-04	2.29E-10	7.36E+01	1.53E+01	-8.11E-06	7.36E+01
1,1,366	-1.17E-04	2.52E-10	7.38E+01	1.53E+01	-1.20E-05	7.38E+01
1,1,367	-1.22E-04	2.80E-10	7.40E+01	1.54E+01	-1.08E-05	7.40E+01
1,1,368	-1.18E-04	2.75E-10	7.42E+01	1.54E+01	-4.83E-06	7.42E+01
1,1,369	-1.22E-04	3.58E-10	7.44E+01	1.55E+01	2.43E-06	7.44E+01
1,1,370	-1.24E-04	3.10E-10	7.46E+01	1.55E+01	8.45E-06	7.46E+01
1,1,371	-1.19E-04	3.11E-10	7.48E+01	1.55E+01	1.21E-05	7.48E+01
1,1,372	-1.23E-04	3.26E-10	7.50E+01	1.56E+01	1.08E-05	7.50E+01
1,1,373	-1.20E-04	3.00E-10	7.52E+01	1.56E+01	4.49E-06	7.52E+01
1,1,374	-1.23E-04	3.47E-10	7.54E+01	1.57E+01	-2.65E-06	7.54E+01
1,1,375	-1.19E-04	3.86E-10	7.56E+01	1.57E+01	-8.26E-06	7.56E+01
1,1,376	-1.18E-04	3.43E-10	7.58E+01	1.58E+01	-1.22E-05	7.58E+01
1,1,377	-1.22E-04	3.91E-10	7.60E+01	1.58E+01	-1.06E-05	7.60E+01
1,1,378	-1.17E-04	3.67E-10	7.62E+01	1.58E+01	-4.30E-06	7.62E+01
1,1,379	-1.23E-04	4.54E-10	7.64E+01	1.59E+01	3.35E-06	7.64E+01
1,1,380	-1.22E-04	4.18E-10	7.66E+01	1.59E+01	8.72E-06	7.66E+01
1,1,381	-1.20E-04	4.14E-10	7.68E+01	1.60E+01	1.22E-05	7.68E+01
1,1,382	-1.21E-04	4.21E-10	7.71E+01	1.60E+01	1.07E-05	7.71E+01
1,1,383	-1.19E-04	3.92E-10	7.73E+01	1.60E+01	4.21E-06	7.73E+01
1,1,384	-1.25E-04	4.44E-10	7.75E+01	1.61E+01	-3.16E-06	7.75E+01
1,1,385	-1.19E-04	4.86E-10	7.77E+01	1.61E+01	-8.59E-06	7.77E+01
1,1,386	-1.20E-04	4.18E-10	7.79E+01	1.62E+01	-1.22E-05	7.79E+01
1,1,387	-1.20E-04	4.60E-10	7.81E+01	1.62E+01	-1.03E-05	7.81E+01
1,1,388	-1.16E-04	4.24E-10	7.83E+01	1.63E+01	-3.88E-06	7.83E+01
1,1,389	-1.22E-04	4.93E-10	7.85E+01	1.63E+01	3.32E-06	7.85E+01
1,1,390	-1.20E-04	4.57E-10	7.87E+01	1.63E+01	8.73E-06	7.87E+01
1,1,391	-1.21E-04	4.43E-10	7.89E+01	1.64E+01	1.16E-05	7.89E+01
1,1,392	-1.22E-04	4.14E-10	7.91E+01	1.64E+01	7.72E-06	7.91E+01
1,1,393	-1.21E-04	4.12E-10	7.93E+01	1.65E+01	1.12E-06	7.93E+01
1,1,394	-1.24E-04	4.22E-10	7.95E+01	1.65E+01	-6.85E-06	7.95E+01
1,1,395	-1.16E-04	4.51E-10	7.97E+01	1.65E+01	-1.12E-05	7.97E+01
1,1,396	-1.20E-04	3.70E-10	7.99E+01	1.66E+01	-4.39E-06	7.99E+01
1,1,397	-1.18E-04	3.26E-10	8.01E+01	1.66E+01	2.57E-06	8.01E+01
1,1,398	-1.17E-04	3.44E-10	8.03E+01	1.67E+01	8.19E-06	8.03E+01
1,1,399	-1.20E-04	3.40E-10	8.05E+01	1.67E+01	1.20E-05	8.05E+01
1,1,400	-1.15E-04	3.12E-10	8.07E+01	1.68E+01	1.11E-05	8.07E+01
1,1,401	-1.23E-04	3.39E-10	8.09E+01	1.68E+01	1.30E-06	8.09E+01
1,1,402	-1.19E-04	3.14E-10	8.11E+01	1.68E+01	7.77E-06	8.11E+01
1,1,403	-1.23E-04	2.84E-10	8.13E+01	1.69E+01	1.15E-05	8.13E+01
1,1,404	-1.20E-04	3.53E-10	8.15E+01	1.69E+01	1.15E-05	8.15E+01
1,1,405	-1.20E-04	2.40E-10	8.17E+01	1.70E+01	6.48E-06	8.17E+01
1,1,406	-1.23E-04	2.88E-10	8.19E+01	1.70E+01	-8.74E-07	8.19E+01
1,1,407	-1.17E-04	2.37E-10	8.21E+01	1.71E+01	-7.71E-06	8.21E+01
1,1,408	-1.22E-04	2.39E-10	8.23E+01	1.71E+01	-1.14E-05	8.23E+01
1,1,409	-1.19E-04	2.46E-10	8.25E+01	1.71E+01	-1.13E-05	8.25E+01
1,1,410	-1.19E-04	2.23E-10	8.27E+01	1.72E+01	-6.30E-06	8.27E+01
1,1,411	-1.23E-04	2.27E-10	8.29E+01	1.72E+01	7.53E-07	8.29E+01
1,1,412	-1.18E-04	9.90E+37	8.31E+01	1.73E+01	7.80E-06	8.31E+01
1,1,413	-1.23E-04	1.13E-10	8.33E+01	1.73E+01	1.13E-05	8.33E+01
1,1,414	-1.20E-04	1.34E-10	8.35E+01	1.73E+01	1.16E-05	8.35E+01
1,1,415	-1.23E-04	1.35E-10	8.37E+01	1.74E+01	6.90E-06	8.37E+01
1,1,416	-1.23E-04	1.76E-10	8.39E+01	1.74E+01	-3.63E-07	8.39E+01
1,1,417	-1.18E-04	1.24E-10	8.41E+01	1.75E+01	-7.52E-06	8.41E+01
1,1,418	-1.22E-04	1.26E-10	8.43E+01	1.75E+01	-1.13E-05	8.43E+01
1,1,419	-1.18E-04	1.31E-10	8.45E+01	1.76E+01	-1.15E-05	8.45E+01
1,1,420	-1.21E-04	1.55E-10	8.47E+01	1.76E+01	-6.79E-06	8.47E+01
1,1,421	-1.24E-04	1.15E-10	8.49E+01	1.76E+01	8.20E-08	8.49E+01
1,1,422	-1.21E-04	1.08E-10	8.51E+01	1.77E+01	7.95E-06	8.51E+01
1,1,423	-1.26E-04	9.90E-11	8.53E+01	1.77E+01	1.17E-05	8.53E+01
1,1,424	-1.18E-04	6.37E-11	8.55E+01	1.78E+01	1.14E-05	8.55E+01
1,1,425	-1.24E-04	6.93E-11	8.57E+01	1.78E+01	5.49E-06	8.57E+01
1,1,426	-1.23E-04	8.20E-11	8.60E+01	1.79E+01	-1.72E-06	8.60E+01
1,1,427	-1.19E-04	1.54E-10	8.62E+01	1.79E+01	-7.80E-06	8.62E+01
1,1,428	-1.22E-04	9.19E-11	8.64E+01	1.79E+01	-1.18E-05	8.64E+01
1,1,429	-1.18E-04	9.98E-11	8.66E+01	1.80E+01	-1.12E-05	8.66E+01
1,1,430	-1.20E-04	6.85E-11	8.68E+01	1.80E+01	-4.74E-06	8.68E+01
1,1,431	-1.21E-04	1.25E-10	8.70E+01	1.81E+01	2.62E-06	8.70E+01
1,1,432	-1.24E-04	6.84E-11	8.72E+01	1.81E+01	8.33E-06	8.72E+01
1,1,433	-1.23E-04	7.21E-11	8.74E+01	1.81E+01	1.20E-05	8.74E+01
1,1,434	-1.18E-04	3.90E-11	8.76E+01	1.82E+01	1.10E-05	8.76E+01
1,1,435	-1.23E-04	3.93E-11	8.78E+01	1.82E+01	4.87E-06	8.78E+01
1,1,436	-1.21E-04	5.58E-11	8.80E+01	1.83E+01	-2.48E-06	8.80E+01
1,1,437	-1.22E-04	1.31E-10	8.82E+01	1.83E+01	-8.20E-06	8.82E+01
1,1,438	-1.22E-04	8.13E-11	8.84E+01	1.84E+01	-1.20E-05	8.84E+01
1,1,439	-1.21E-04	9.04E-11	8.86E+01	1.84E+01	-1.07E-05	8.86E+01
1,1,440	-1.18E-04	8.27E-11	8.88E+01	1.84E+01	-4.42E-06	8.88E+01
1,1,441	-1.20E-04	1.29E-10	8.90E+01	1.85E+01	2.56E-06	8.90E+01
1,1,442	-1.25E-04	7.38E-11	8.92E+01	1.85E+01	8.46E-06	8.92E+01
1,1,443	-1.21E-04	7.45E-11	8.94E+01	1.86E+01	1.20E-05	8.94E+01
1,1,444	-1.20E-04	5.15E-11	8.96E+01	1.86E+01	1.09E-05	8.96E+01
1,1,445	-1.22E-04	4.04E-11	8.98E+01	1.86E+01	4.75E-06	8.98E+01
1,1,446	-1.22E-04	7.26E-11	9.00E+01	1.87E+01	-2.67E-06	9.00E+01
1,1,447	-1.23E-04	1.51E-10	9.02E+01	1.87E+01	-8.62E-06	9.02E+01
1,1,448	-1.18E-04	9.84E-11	9.04E+01	1.88E+01	-1.21E-05	9.04E+01
1,1,449	-1.20E-04	1.19E-10	9.06E+01	1.88E+01	-1.05E-05	9.06E+01
1,1,450	-1.20E-04	9.72E-11	9.08E+01	1.89E+01	-3.11E-06	9.08E+01
1,1,451	-1.16E-04	1.07E-10	9.10E+01	1.89E+01	4.32E-06	9.10E+01
1,1,452	-1.24E-04	1.67E-10	9.12E+01	1.89E+01	9.96E-06	9.12E+01
1,1,453	-1.20E-04	7.00E-11	9.14E+01	1.90E+01	4.78E-06	9.14E+01
1,1,454	-1.25E-04	1.13E-10	9.16E+01	1.90E+01	-2.49E-06	9.16E+01
1,1,455	-1.22E-04	1.42E-10	9.18E+01	1.91E+01	-8.31E-06	9.18E+01
1,1,456	-1.23E-04	1.48E-10	9.20E+01	1.91E+01	-1.21E-05	9.20E+01
1,1,457	-1.23E-04	1.85E-10	9.22E+01	1.92E+01	-1.04E-05	9.22E+01
1,1,458	-1.16E-04	1.72E-10	9.24E+01	1.92E+01	-1.14E-05	9.24E+01
1,1,459	-1.23E-04	1.80E-10	9.26E+01	1.92E+01	-1.14E-05	9.26E+01
1,1,460	-1.16E-04	1.52E-10	9.28E+01	1.93E+01	-6.32E-06	9.28E+01
1,1,461	-1.19E-04	1.75E-10	9.30E+01	1.93E+01	9.49E-07	9.30E+01
1,1,462	-1.21E-04	2.35E-10	9.32E+01	1.94E+01	7.80E-06	9.32E+01
1,1,463	-1.20E-04	1.73E-10	9.34E+01	1.94E+01	1.18E-05	9.34E+01
1,1,464	-1.20E-04	1.85E-10	9.36E+01	1.94E+01	1.14E-05	9.36E+01
1,1,465	-1.19E-04	1.47E-10	9.38E+01	1.95E+01	5.45E-06	9.38E+01
1,1,466	-1.26E-04	1.90E-10	9.40E+01	1.95E+01	-1.83E-06	9.40E+01
1,1,467	-1.22E-04	2.21E-10	9.42E+01	1.96E+01	-8.03E-06	9.42E+01
1,1,468	-1.18E-04	2.51E-10	9.45E+01	1.96E+01	-1.19E-05	9.45E+01
1,1,469	-1.22E-04	3.80E-10	9.47E+01	1.97E+01	-1.09E-05	9.47E+01
1,1,470	-1.17E-04	2.87E-10	9.49E+01	1.97E+01	-4.24E-06	9.49E+01
1,1,471	-1.22E-04	2.50E-10	9.51E+01	1.97E+01	2.54E-06	9.51E+01
1,1,472	-1.19E-04	3.23E-10	9.53E+01	1.98E+01	8.41E-06	9.53E+01
1,1,473	-1.23E-04	2.66E-10	9.55E+01	1.98E+01	1.25E-05	9.55E+01
1,1,474	-1.20E-04	2.67E-10	9.57E+01	1.99E+01	1.03E-05	9.57E+01
1,1,475	-1.23E-04	2.51E-10	9.59E+01	1.99E+01	3.52E-06	9.59E+01
1,1,476	-1.27E-04	3.07E-10	9.61E+01	2.00E+01	-4.25E-06	9.61E+01
1,1,477	-1.21E-04	3.28E-10	9.63E+01	2.00E+01	-9.75E-06	9.63E+01
1,1,478	-1.24E-04	3.69E-10	9.65E+01	2.00E+01	-1.26E-05	9.65E+01
1,1,479	-1.17E-04	3.62E-10	9.67E+01	2.01E+01	-9.85E-06	9.67E+01
1,1,480	-1.20E-04	3.40E-10	9.69E+01	2.01E+01	-3.03E-06	9.69E+01
1,1,481	-1.21E-04	3.68E-10	9.71E+01	2.02E+01	4.76E-06	9.71E+01
1,1,482	-1.17E-04	3.71E-10	9.73E+01	2.02E+01	1.01E-05	9.73E+01
1,1,483	-1.22E-04	4.35E-10	9.75E+01	2.02E+01	1.26E-05	9.75E+01
1,1,484	-1.20E-04	3.80E-10	9.77E+01	2.03E+01	9.98E-06	9.77E+01
1,1,485	-1.26E-04	4.00E-10	9.79E+01	2.03E+01	3.21E-06	9.79E+01
1,1,486	-1.26E-04	4.43E-10	9.81E+01	2.04E+01	-4.45E-06	9.81E+01
1,1,487	-1.21E-04	4.65E-10	9.83E+01	2.04E+01	-1.03E-05	9.83E+01
1,1,488	-1.25E-04	5.10E-10	9.85E+01	2.05E+01	-1.25E-05	9.85E+01
1,1,489	-1.14E-04	4.83E-10	9.87E+01	2.05E+01	-9.43E-06	9.87E+01
1,1,490	-1.22E-04	4.85E-10	9.89E+01	2.05E+01	-2.51E-06	9.89E+01
1,1,491	-1.20E-04	5.04E-10	9.91E+01	2.06E+01	5.53E-06	9.91E+01
1,1,492	-1.18E-04	5.11E-10	9.93E+01	2.06E+01	1.06E-05	9.93E+01
1,1,493	-1.20E-04	5.92E-10	9.95E+01	2.07E+01	1.24E-05	9.95E+01
1,1,494	-1.20E-04	5.14E-10	9.97E+01	2.07E+01	9.04E-06	9.97E+01
1,1,495	-1.26E-04	5.65E-10	9.99E+01	2.07E+01	1.37E-06	9.99E+01
1,1,496	-1.24E-04	5.86E-10	1.00E+02	2.08E+01	-6.89E-06	1.00E+02
1,1,497	-1.22E-04	6.13E-10	1.00E+02	2.08E+01	-1.12E-05	1.00E+02
1,1,498	-1.28E-04	4.66E-10	1.00E+02	2.09E+01	-1.15E-05	1.00E+02
1,1,499	-1.12E-04	9.90E+37	1.01E+02	2.09E+01	-7.15E-06	1.01E+02
1,1,500	-1.22E-04	5.88E-10	1.01E+02	2.10E+01	-1.03E-07	1.01E+02
1,1,501	-1.19E-04	5.89E-10	1.01E+02	2.10E+01	7.53E-06	1.01E+02
1,1,502	-1.18E-04	5.93E-10	1.01E+02	2.10E+01	1.12E-05	1.01E+02
1,1,503	-1.19E-04	6.11E-10	1.02E+02	2.11E+01	1.17E-05	1.02E+02
1,1,504	-1.19E-04	5.43E-10	1.02E+02	2.11E+01	6.96E-06	1.02E+02
1,1,505	-1.24E-04	6.56E-10	1.02E+02	2.12E+01	-6.13E-06	1.02E+02
1,1,506	-1.22E-04	6.39E-10	1.02E+02	2.12E+01	1.21E-06	1.02E+02
1,1,507	-1.22E-04	6.21E-10	1.02E+02	2.13E+01	7.88E-06	1.02E+02
1,1,508	-1.24E-04	6.15E-10	1.03E+02	2.13E+01	1.17E-05	1.03E+02
1,1,509	-1.19E-04	6.72E-10	1.03E+02	2.13E+01	1.14E-05	1.03E+02
1,1,510	-1.22E-04	5.60E-10	1.03E+02	2.14E+01	1.17E-05	1.03E+02
1,1,511	-1.15E-04	5.35E-10	1.03E+02	2.14E+01	1.14E-05	1.03E+02
1,1,512	-1.21E-04	5.27E-10	1.03E+02	2.15E+01	5.07E-06	1.03E+02
1,1,513	-1.21E-04	5.41E-10	1.04E+02	2.15E+01	-2.74E-06	1.04E+02
1,1,514	-1.24E-04	5.16E-10	1.04E+02	2.15E+01	-8.69E-06	1.04E+02
1,1,515	-1.26E-04	5.69E-10	1.04E+02	2.16E+01	-1.25E-05	1.04E+02
1,1,516	-1.16E-04	5.57E-10	1.04E+02	2.16E+01	-9.85E-06	1.04E+02
1,1,517	-1.25E-04	5.38E-10	1.04E+02	2.17E+01	-3.13E-06	1.04E+02
1,1,518	-1.22E-04	5.08E-10	1.05E+02	2.17E+01	4.67E-06	1.05E+02
1,1,519	-1.22E-04	4.77E-10	1.05E+02	2.18E+01	1.06E-05	1.05E+02
1,1,520	-1.24E-04	4.22E-10	1.05E+02	2.18E+01	1.24E-05	1.05E+02
1,1,521	-1.19E-04	3.77E-10	1.05E+02	2.18E+01	8.96E-06	1.05E+02
1,1,522	-1.25E-04	4.00E-10	1.05E+02	2.19E+01	1.97E-06	1.05E+02
1,1,523	-1.18E-04	4.12E-10	1.06E+02	2.19E+01	-6.42E-06	1.06E+02
1,1,524	-1.25E-04	3.76E-10	1.06E+02	2.20E+01	-1.11E-05	1.06E+02
1,1,525	-1.26E-04	4.41E-10	1.06E+02	2.20E+01	-1.15E-05	1.06E+02
1,1,526	-1.18E-04	3.82E-10	1.06E+02	2.21E+01	-6.83E-06	1.06E+02
1,1,527	-1.24E-04	3.76E-10	1.06E+02	2.21E+01	1.39E-07	1.06E+02
1,1,528	-1.20E-04	3.46E-10	1.07E+02	2.21E+01	7.64E-06	1.07E+02
1,1,529	-1.24E-04	3.19E-10	1.07E+02	2.22E+01	1.12E-05	1.07E+02
1,1,530	-1.24E-04	2.93E-10	1.07E+02	2.22E+01	1.17E-05	1.07E+02
1,1,531	-1.19E-04	2.35E-10	1.07E+02	2.23E+01	6.56E-06	1.07E+02
1,1,532	-1.23E-04	2.56E-10	1.07E+02	2.23E+01	-8.89E-07	1.07E+02
1,1,533	-1.17E-04	2.63E-10	1.08E+02	2.23E+01	-7.66E-06	1.08E+02
1,1,534	-1.23E-04	2.70E-10	1.08E+02	2.24E+01	-1.16E-05	1.08E+02
1,1,535	-1.25E-04	2.90E-10	1.08E+02	2.24E+01	-1.12E-05	1.08E+02
1,1,536	-1.22E-04	2.37E-10	1.08E+02	2.25E+01	-4.90E-06	1.08E+02
1,1,537	-1.23E-04	2.37E-10	1.08E+02	2.25E+01	2.13E-06	1.08E+02
1,1,538	-1.20E-04	2.07E-10	1.09E+02	2.26E+01	8.21E-06	1.09E+02
1,1,539	-1.26E-04	1.98E-10	1.09E+02	2.26E+01	1.19E-05	1.09E+02
1,1,540	-1.18E-04	1.68E-10	1.09E+02	2.26E+01	1.12E-05	1.09E+02
1,1,541	-1.21E-04	1.77E-10	1.09E+02	2.27E+01	5.14E-06	1.09E+02
1,1,542	-1.21E-04	1.56E-10	1.09E+02	2.27E+01	-2.10E-06	1.09E+02
1,1,543	-1.21E-04	1.69E-10	1.10E+02	2.28E+01	-8.04E-06	1.10E+02
1,1,544	-1.24E-04	1.75E-10	1.10E+02	2.28E+01	-1.19E-05	1.10E+02
1,1,545	-1.22E-04	1.95E-10	1.10E+02	2.28E+01	-1.07E-05	1.10E+02
1,1,546	-1.23E-04	1.66E-10	1.10E+02	2.29E+01	-4.50E-06	1.10E+02
1,1,547	-1.23E-04	1.57E-10	1.10E+02	2.29E+01	2.61E-06	1.10E+02
1,1,548	-1.21E-04	1.35E-10	1.11E+02	2.30E+01	8.42E-06	1.11E+02
1,1,549	-1.27E-04	1.37E-10	1.11E+02	2.30E+01	1.21E-05	1.11E+02
1,1,550	-1.18E-04	9.14E-11	1.11E+02	2.31E+01	1.07E-05	1.11E+02
1,1,551	-1.26E-04	1.44E-10	1.11E+02	2.31E+01	3.88E-06	1.11E+02
1,1,552	-1.21E-04	1.15E-10	1.11E+02	2.31E+01	-4.13E-06	1.11E+02
1,1,553	-1.20E-04	1.26E-10	1.12E+02	2.32E+01	-1.00E-05	1.12E+02
1,1,554	-1.23E-04	1.48E-10	1.12E+02	2.32E+01	-1.25E-05	1.12E+02
1,1,555	-1.14E-04	1.46E-10	1.12E+02	2.33E+01	-9.13E-06	1.12E+02
1,1,556	-1.25E-04	1.42E-10	1.12E+02	2.33E+01	-2.14E-06	1.12E+02
1,1,557	-1.21E-04	6.84E-11	1.12E+02	2.34E+01	5.86E-06	1.12E+02
1,1,558	-1.25E-04	1.12E-10	1.13E+02	2.34E+01	-1.36E-06	1.13E+02
1,1,559	-1.24E-04	1.43E-10	1.13E+02	2.34E+01	-7.68E-06	1.13E+02
1,1,560	-1.21E-04	1.35E-10	1.13E+02	2.35E+01	-1.17E-05	1.13E+02
1,1,561	-1.24E-04	1.64E-10	1.13E+02	2.35E+01	-1.11E-05	1.13E+02
